material_name,material_abbreviation,manufacturer,section,property_name,value,unit,english,test_condition,comments,source_text,source_page,chunk_type,source_verified,confirmed_by_gpt,match_layer,doi_url,llm_model,pdf_filename,gt_filename,winning_llm,processing_timestamp,f1_score,precision,recall
PS,PS,,Chemical,Incubation time,56,,,with Rhodococcus rubber C208,,Rhodococcus rubber C208     PS        56             0.86        (Mor and Sivan 2008),Page 18,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PS,PS,,Physical,Degradation time,60,day,,Exiguobacterium indicum HHS31,"By-products: 2-Pentanone, 4-hydroxy-4-methyl, (R)-(-)-2,2-Dimethyl-1,3-dioxolane-4-methanol, Oxalic acid, butyl 6-ethyloct-3-yl ester, Phenol, 2,4-bis(1,1-dimethylethyl), 1,2-Benzenedicarboxylic acid, butyl 2-methylpropyl ester","Plastic | Strain | Degradation | By-products |  | Reference\nPS | Exiguobacterium indicum | 60 | 1) 2-Pentanone, 4-hydroxy-4-methyl | 4) Phenol, 2,4-bis(1,1-dimethylethyl)",Page 38,table,False,True,exact,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PET,PET,,Thermal,Calorific value,21-23,MJ/kg,,,,PET                                                              21-23           4137        Journal,Page 10,text,False,True,exact,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PET,PET,,Chemical,CO2e emission,4137,kg CO2e/tonne polymer,,,Over the life cycle of plastic from production to its conversion.,PET                                                              21-23           4137        Journal,Page 10,text,False,True,exact,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PET,PET,,Chemical,liquid oil yield,23-40,wt %,,pyrolysis,The lower liquid-oil production of PET is due to the different composition and lower calorific value of PET than other plastics.,"In opposite to the high yield of liquid oil (>80 wt %) produced from PE, PP, and PS pyrolysis, generation of liquid oil from PET pyrolysis is much lower (23-40 wt %).",Page 12,text,False,True,exact,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PET,PET,,Physical,Weight loss,0.06,%,,"Biodegradation by Bacillus subtilis UCP 999, 60 days",Reference: (Jara et al. 2009),Bacillus subtilis UCP 999 | PET | 60 | 0.06 | (Jara et al. 2009),Page 17,table,False,True,exact,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PET,PET,,Chemical,Degradation,42,wt%,,"engineered enzyme (LLC) from compost metagenome, 50 h of hydrolysis at 65°C",Wei et al. (2016),"Wei et al. (2016) also showed that, by exchanging the cutinase enzyme sequence extracted from Thermobifida fusca KW3 (TfCut2) to the leaf-branch compost cutinase (LLC) from compost metagenome, their engineered enzyme was able to degrade PET more than 42wt% after 50 h of hydrolysis at 65°C.",Page 35,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PET,PET,,Chemical,hydrolysis duration,50,h,,at 65°C,Wei et al. (2016),"Wei et al. (2016) also showed that, by exchanging the cutinase enzyme sequence extracted from Thermobifida fusca KW3 (TfCut2) to the leaf-branch compost cutinase (LLC) from compost metagenome, their engineered enzyme was able to degrade PET more than 42wt% after 50 h of hydrolysis at 65°C.",Page 35,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PET,PET,,Thermal,hydrolysis temperature,65,°C,,50 h,Wei et al. (2016),"Wei et al. (2016) also showed that, by exchanging the cutinase enzyme sequence extracted from Thermobifida fusca KW3 (TfCut2) to the leaf-branch compost cutinase (LLC) from compost metagenome, their engineered enzyme was able to degrade PET more than 42wt% after 50 h of hydrolysis at 65°C.",Page 35,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PET,PET,,Chemical,degradation rate improvement,6,times,,engineered super enzyme (PETase-MHETase),Knott and co-workers (2020),"Knott and co-workers (2020) recently, engineered a super enzyme by linking PETase and MHETase (PETase-MHETase) together via a bridge, which could degrade PET into its building block up to six times faster than the naturally occurring enzyme when their secreted alone.",Page 35,text,True,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PET,PET,,Chemical,Carbon source duration,5,years,,I. sakaiensis inoculated from yard of contaminated bottle-recycling factory,,In which I. sakaiensis inoculated from the yard of a contaminated bottle-recycling factory which PET was the only source of carbon for five years.,Page 36,text,False,True,exact,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PET,PET,,Chemical,Identified compounds from incubation,20,,,incubation of PET with Streptomyces sp,Farzi et al. (2019),Farzi et al. (2019) identified 20 different compounds from incubation of PET with Streptomyces sp; they found that except ethylbenzene and o-xylene the other identified by-products were safe for both humans and the environment.,Page 36,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PET,PET,,Physical,Degradation time,18,day,,Streptomyces sp.,"By-products: Ethyl benzene, o-Xylene, 1,2- β Pinene, 1,8- Cineole, I-Menthone, p-Menthan−3-one, 2-(4′-Nitro−2′-Thienyl) Pyrimidine, Germacrene D, Hexamethyl Cyclotrisiloxane, 6-Methyl−2-Phenylindole, N-Methyl−1 Adamantaneacetamide, Cyclobarbital",Plastic | Strain | Degradation | By-products |  | Reference\nPET | Streptomyces sp. | 18 | 1) Ethyl benzene | 7) 2-(4′-Nitro−2′-Thienyl) Pyrimidine,Page 38,table,False,True,exact,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
Mixed-plastic,M,,Thermal,Calorific value,35-40,MJ/kg,,,almost three times higher than other municipal solid waste,"Mixed-plastic                                           -                       35-40           3673 (Ʃ PE, PS, PP, PET)",Page 10,text,True,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
Mixed-plastic,M,,Chemical,CO2e emission,3673,kg CO2e/tonne polymer,,,Over the life cycle of plastic from production to its conversion.,"Mixed-plastic                                           -                       35-40           3673 (Ʃ PE, PS, PP, PET)",Page 10,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
polyolefin (PE and PP) and polystyrene (PS),PEPPPS,,Chemical,liquid oil yield,80,wt %,,pyrolysis,,"In most cases, more than 80 wt % liquid oil can be obtained from their pyrolysis (Williams and Slaney 2007).",Page 11,text,True,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
water,WATE,,Physical,subcritical pressure,15-100,bar,,subcritical condition,,"The process occurs in presence of water which plays a key role in breaking down complex compounds at subcritical (pressure: 15 to 100 bar, temperature: 150 to 250 °C) or supercritical (pressure > 221 bar, temperature > 374 °C) conditions (Brunner 2009, Toor 2011, Baroutian et al. 2013, Hii et al. 2014, Baroutian et al. 2016).",Page 13,text,True,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
water,WATE,,Thermal,subcritical temperature,150-250,°C,,subcritical condition,,"The process occurs in presence of water which plays a key role in breaking down complex compounds at subcritical (pressure: 15 to 100 bar, temperature: 150 to 250 °C) or supercritical (pressure > 221 bar, temperature > 374 °C) conditions (Brunner 2009, Toor 2011, Baroutian et al. 2013, Hii et al. 2014, Baroutian et al. 2016).",Page 13,text,True,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
water,WATE,,Physical,supercritical pressure,221,bar,,supercritical condition,,"The process occurs in presence of water which plays a key role in breaking down complex compounds at subcritical (pressure: 15 to 100 bar, temperature: 150 to 250 °C) or supercritical (pressure > 221 bar, temperature > 374 °C) conditions (Brunner 2009, Toor 2011, Baroutian et al. 2013, Hii et al. 2014, Baroutian et al. 2016).",Page 13,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
water,WATE,,Thermal,supercritical temperature,374,°C,,supercritical condition,,"The process occurs in presence of water which plays a key role in breaking down complex compounds at subcritical (pressure: 15 to 100 bar, temperature: 150 to 250 °C) or supercritical (pressure > 221 bar, temperature > 374 °C) conditions (Brunner 2009, Toor 2011, Baroutian et al. 2013, Hii et al. 2014, Baroutian et al. 2016).",Page 13,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
Water,W,,Surface,Water surface tension,30,mN/m,,Reduced from 73 mN/m by biosurfactants from Bacillus and Pseudomonas spp,Soberón-Chávez and Maier 2011,It was reported they are efficient in biodegradation enhancement by reducing the water surface tension from 73 mN/m to less than 30 mN/m (Soberón-Chávez and Maier 2011).,Page 31,text,True,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
HTL process,HTL,,Physical,energy consumption ratio (pyrolysis/HTL),1.6,,,,,"As a result, they found that HTL required about 1.6 times lower energy consumption compared to pyrolysis.",Page 13,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PE (treated),PE,,Physical,Weight loss,34.3-58.5,%,,"Biodegradation by Penicillium chrysogenum NS10, 90 days",Reference: (Ojha et al. 2017),Penicillium chrysogenum NS10 | PE (treated) | 90 | 34.3- 58.5 | (Ojha et al. 2017),Page 17,table,False,True,exact,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PE (treated),PE,,Chemical,Biodegradation,7.5,,,Incubation with Rhodococcus rubber C208 (treated) for 56 (time units),,Rhodococcus rubber C208     PE       56             7.5          (Sivan et al. 2006) (treated),Page 18,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PE (treated),PE,,Chemical,Incubation time,56,%,,with Rhodococcus rubber C208 (treated),,Rhodococcus rubber C208     PE       56             7.5          (Sivan et al. 2006) (treated),Page 18,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PP plastic waste,PP,,Chemical,oil yield from liquefaction,91,wt %,,supercritical hydrothermal liquefaction,Chen et al. (2019),"Chen et al. (2019), obtained 91 wt % oil from liquefaction of PP plastic waste under a supercritical condition, which was about 10 wt % higher than oil yield in pyrolysis.",Page 13,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PP plastic waste,PP,,Chemical,oil yield,10,wt %,,supercritical condition,higher than oil yield in pyrolysis,"from liquefaction of PP plastic waste under a supercritical condition, which was about 10 wt % higher than oil yield in pyrolysis.",Page 14,table,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
oligomers,OLIG,,Physical,molecular weight of oligomers,600,Daltons,,less than,able to be transported or diffuse into cytoplasm of microbes,"In the assimilation step, some of the small-medium size oligomers (less than 600 Daltons) formed during the previous steps are now able to be transported or diffuse into cytoplasm of microbes to be consumed for anabolism or catabolism.",Page 18,text,True,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
molecules,MOLE,,Chemical,number of carbons,10-50,carbons,,reaction with excreted exoenzymes,,"Usually, the excreted exoenzymes react with molecules of 10-50 carbons; however, Yoon et al. (2012) reported a possible microbial enzymatic activity on molecules having 2000 carbons.",Page 21,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
imidazole nitrogen in histidine structure,IMID,,Chemical,initial pKa of imidazole nitrogen in histidine structure,7,,,,,Aspartate reduces the acidity level of imidazole nitrogen in histidine structure by increasing the pKa from 7 to 12; this makes histidine a strong base to take the hydrogen,Page 22,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
imidazole nitrogen in histidine structure,IMID,,Chemical,increased pKa of imidazole nitrogen in histidine structure,12,,,,,Aspartate reduces the acidity level of imidazole nitrogen in histidine structure by increasing the pKa from 7 to 12; this makes histidine a strong base to take the hydrogen,Page 22,text,True,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
Acinetobacter sp.,A,,Physical,initial size of Acinetobacter sp.,0.05,g/L,,,could increase biodegradation of phenol by 8 folds,Beshay et al. (2002) showed that an increase in the size of Acinetobacter sp. from 0.05 g/L to 0.2 g/L could increase biodegradation of phenol by 8 folds.,Page 23,text,True,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
Acinetobacter sp.,A,,Physical,increased size of Acinetobacter sp.,0.2,g/L,,,,Beshay et al. (2002) showed that an increase in the size of Acinetobacter sp. from 0.05 g/L to 0.2 g/L could increase biodegradation of phenol by 8 folds.,Page 23,text,True,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
phenol,PHEN,,Chemical,increase in biodegradation of phenol,8,folds,,with increase in the size of Acinetobacter sp. from 0.05 g/L to 0.2 g/L,,Beshay et al. (2002) showed that an increase in the size of Acinetobacter sp. from 0.05 g/L to 0.2 g/L could increase biodegradation of phenol by 8 folds.,Page 23,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
Bacillus sp. inoculum,B,,Physical,initial inoculum size of Bacillus sp.,5,%,,,,"Similarly, Lao et al. (2019) also found that the maximum specific growth rate and shortest lag phases of Bacillus sp. on scrap tyre occurred when inoculum size increase from 5 to 20 %.",Page 23,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
Bacillus sp. inoculum,B,,Physical,increased inoculum size of Bacillus sp.,20,%,,,,"Similarly, Lao et al. (2019) also found that the maximum specific growth rate and shortest lag phases of Bacillus sp. on scrap tyre occurred when inoculum size increase from 5 to 20 %.",Page 23,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
plastic film,PLAS,,Chemical,biodegradation rate relative to plastic fibre,260,times,,same mass and crystallinity,plastic film could be degraded 260 and 1100 times faster than plastic fibre and bead of the same mass and crystallinity respectively,"Chamas et al., (2020) described in detail that a plastic film could be degraded 260 and 1100 times faster than plastic fibre and bead of the same mass and crystallinity respectively.",Page 24,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
plastic film,PLAS,,Chemical,biodegradation rate relative to plastic bead,1100,times,,same mass and crystallinity,,"Chamas et al., (2020) described in detail that a plastic film could be degraded 260 and 1100 times faster than plastic fibre and bead of the same mass and crystallinity respectively.",Page 24,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PE blended with starch (70:30),PE,,Chemical,PE weight loss,6.3,%,,blended PE with starch (70:30),Dave et al. (1997),In the study conducted by Dave et al. (1997) the blended PE with starch (70:30) showed only 6.3 % PE weight loss and 84.5 % degradation of starch.,Page 34,text,True,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PE blended with starch (70:30),PE,,Chemical,degradation of starch,84.5,%,,blended PE with starch (70:30),Dave et al. (1997),In the study conducted by Dave et al. (1997) the blended PE with starch (70:30) showed only 6.3 % PE weight loss and 84.5 % degradation of starch.,Page 34,text,True,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PE-starch blended (70:30),PE,,Chemical,PE content,70,%,,,PE-starch blended (70:30),Rapa et al. (2010) examined the biodegradability of PE-starch blended (70:30) with soil microorganisms for three months.,Page 34,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PE-starch blended (70:30),PE,,Chemical,starch content,30,%,,,PE-starch blended (70:30),Rapa et al. (2010) examined the biodegradability of PE-starch blended (70:30) with soil microorganisms for three months.,Page 34,text,True,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PE-starch blended (70:30),PE,,Chemical,biodegradability test duration,3,months,,soil microorganisms,PE-starch blended (70:30),Rapa et al. (2010) examined the biodegradability of PE-starch blended (70:30) with soil microorganisms for three months.,Page 34,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
Hydrothermal liquefaction (HTL),HHTL,,Thermal,temperature,150 to 250,°C,,subcritical,,"breaking down complex compounds at subcritical (pressure: 15 to 100 bar, temperature: 150 to 250 °C) or supercritical (pressure > 221 bar, temperature > 374 °C) conditions",Page 13,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
engineered PETase,PET,,Thermal,stability improvement,8.8,°C,,engineered PETase relative to wild type,Son et al. (2019),"In a recent study conducted by Son et al. (2019) the engineered PETase not only exhibited higher stability by 8.8 °C, but also the degradation activity improved 14-fold relative to the wild type.",Page 35,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
engineered PETase,PET,,Chemical,degradation activity improvement,14,fold,,engineered PETase relative to wild type,Son et al. (2019),"In a recent study conducted by Son et al. (2019) the engineered PETase not only exhibited higher stability by 8.8 °C, but also the degradation activity improved 14-fold relative to the wild type.",Page 35,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PE and PP plastic,PEPP,,Chemical,Incubation duration,140,days,,incubation of Brevibacillus spp. and Aneurinibacillus spp. with PE and PP plastic,Skariyachan et al. 2018,"analysis of formed by-product from incubation of Brevibacillus spp. and Aneurinibacillus spp. with PE and PP plastic within 140 days confirmed the formation of cis-2-chlorovinyl acetate; tri-decanoic acid, and octa-decanoic acid with no toxicity effect in the environment (Skariyachan et al. 2018).",Page 37,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PE and PP plastic,PEPP,,Physical,incubation time,140,days,,incubation of Brevibacillus spp. and Aneurinibacillus spp.,"confirmed the formation of cis-2-chlorovinyl acetate; tri-decanoic acid, and octa-decanoic acid with no toxicity effect","In another study, analysis of formed by-product from incubation of Brevibacillus spp. and Aneurinibacillus spp. with PE and PP plastic within 140 days confirmed the formation of cis-2-chlorovinyl acetate; tri- decanoic acid, and octa-decanoic acid with no toxicity effect in the environment (Skariyachan et al. 2018).",Page 37,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
micro size plastics,MICR,,Physical,micro size plastics,5,mm,,,micro (<5 mm),one of the important environmental impacts of plastic is the formation of micro (<5 mm) and nano size plastics (0.1 μm < in size).,Page 41,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
nano size plastics,NANO,,Physical,nano size plastics,0.1,μm,,,nano size plastics (0.1 μm < in size),one of the important environmental impacts of plastic is the formation of micro (<5 mm) and nano size plastics (0.1 μm < in size).,Page 41,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
microplastics,MICR,,Physical,microplastics particles entered into water system,700000,,,after just one cycle of washing machine contained synthetic clothes,,"Napper and Thompson (2016) showed that about 700,000 microplastics particles were entered into our water system and then in the environment after just one cycle of washing machine contained synthetic clothes.",Page 41,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
synthetic clothes,SYNT,,Physical,washing machine cycle,1,cycle,,,,"Napper and Thompson (2016) showed that about 700,000 microplastics particles were entered into our water system and then in the environment after just one cycle of washing machine contained synthetic clothes.",Page 41,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
micro and nano PS plastic particles,PS,,Physical,approximate dosage,500,ug/mL,,in human at a molecular level,had no toxicity effect on humans' cells,Hwang et al. (2020) studied the potential toxicity of micro and nano PS plastic particles at an approximate dosage of 500ug/mL in human at a molecular level.,Page 41,text,True,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PS plastic particles,PS,,Physical,nano size,460-1000,nm,,affected red blood cells and led them to hemolysis,460 nm- 1um,"They found that PS microplastic particles at that dosage had no toxicity effect on humans’ cells, however, the particles at nano size (460 nm- lum) were affected red blood cells and led them to hemolysis.",Page 41,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
polyethylene bags,POLY,,Physical,thickness,40,micron,,,polyethylene bags,Biodegradation of 40 micron polyethylene bags by Aspergillus niger and optimization of pretreatment methods.,Page 53,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PE,PE,,Chemical,Biodegradation efficiency,29.5,%,,UV pre-treated,,"Esmaeili et al. (2013), pre-treated PE plastics under UV light in a laminar hood for 25 days, and observed higher biodegradation (as mineralisation) in the UV pre-treated PE plastic (29.5 %) than un-treated plastic (15.8 %).",Page 28,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PE,PE,,Chemical,Degradation efficiency,7.18,%,,chemically pre-treated with nitric acid for 6 days,,Chaudhary and Vijayakumar (2020) also reported that the chemically pre-treated PE with nitric acid for 6 days can enhance the degradation efficiency up to 7.18 %.,Page 28,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
Hydrothermal liquefaction (HTL),HHTL,,Physical,pressure,15 to 100,bar,,subcritical,,"breaking down complex compounds at subcritical (pressure: 15 to 100 bar, temperature: 150 to 250 °C) or supercritical (pressure > 221 bar, temperature > 374 °C) conditions",Page 13,text,False,True,embedding,https://doi.org/10.1016/j.biotechadv.2021.107731,,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
polystyrene (PS),PS,,Chemical,polystyrene (PS),6,%,,,proportion in municipal waste stream,"The most globally generated thermoplastic wastes which also are the main topic of this review are polyethylene terephthalate (PET), high density polyethylene (HDPE), low density polyethylene (LDPE), polypropylene (PP) and polystyrene (PS) with the proportion of about 11, 14, 20, 19 and 6 % in municipal waste stream, respectively (Fig 1) (Shah et al. 2008, Parker 2018, Fotopoulou and Karapanagioti 2019).",Page 4,text,True,,,https://doi.org/10.1016/j.biotechadv.2021.107731,GPT,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
"Mixed-plastic (Ʃ PE, PS, PP, PET)",MƩPEPSPPPET,,Thermal,Calorific value,35-40,MJ/kg,,,,"Plastic type | Structure | Calorific value (MJ/kg) | CO 2 e emission* (kg CO 2 e/tonne polymer) | Toxic gases from combustion
Mixed-plastic (Ʃ PE, PS, PP, PET) | - | 35-40 | 3673 | ",Page 10,table,True,,,https://doi.org/10.1016/j.biotechadv.2021.107731,GPT,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
"PE, PP, PS",PEPPPS,,Chemical,Liquid oil yield,>80,wt %,,,,"In most cases, more than 80 wt % liquid oil can be obtained from their pyrolysis (Williams and Slaney 2007).",Page 11,text,True,,,https://doi.org/10.1016/j.biotechadv.2021.107731,GPT,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PE,PE,,Chemical,Rhodococcus rhodochrous,240,,,,,Rhodococcus rhodochrous     PE       240               -            (Eyheraguibel et al. 2017),Page 18,text,True,,,https://doi.org/10.1016/j.biotechadv.2021.107731,GPT,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
